city,time,temperature_2m_max,temperature_2m_min,precipitation_sum,precipitation_probability_max,windspeed_10m_max,windgusts_10m_max,weathercode
Casablanca,2026-09-17,25.3,19.7,0.0,0,12.8,36.0,3
Casablanca,2026-09-18,25.0,18.4,0.0,0,12.0,32.8,3
Casablanca,2026-09-19,26.5,19.4,0.0,0,11.9,31.7,45
Casablanca,2026-09-20,28.7,21.1,0.0,0,10.2,29.9,45
Casablanca,2026-09-21,27.9,21.1,0.0,0,10.8,31.3,45
Casablanca,2026-09-22,29.7,20.9,0.0,0,11.4,29.9,45
Casablanca,2026-09-23,28.7,20.9,0.0,0,12.3,32.4,45
Tangier,2026-09-17,26.7,17.6,0.0,0,10.6,25.6,3
Tangier,2026-09-18,28.0,18.5,0.0,0,19.2,45.7,3
Tangier,2026-09-19,27.9,22.7,0.0,0,29.7,71.6,2
Tangier,2026-09-20,28.5,24.1,0.0,0,30.6,74.9,2
Tangier,2026-09-21,28.5,23.3,0.0,0,27.7,66.2,2
Tangier,2026-09-22,26.6,22.1,0.0,0,32.8,60.8,1
Tangier,2026-09-23,27.5,22.3,0.0,0,29.3,54.7,1
Fès,2026-09-17,28.9,18.0,0.0,0,12.2,32.4,3
Fès,2026-09-18,31.2,17.8,0.0,0,10.0,27.7,2
Fès,2026-09-19,33.6,20.9,0.0,0,17.8,45.4,2
Fès,2026-09-20,36.1,22.7,0.0,0,14.8,38.9,2
Fès,2026-09-21,35.5,22.9,0.0,3,14.5,36.7,2
Fès,2026-09-22,35.4,21.7,0.0,0,11.3,28.8,1
Fès,2026-09-23,36.0,22.0,0.0,0,12.3,30.2,1
Marrakech,2026-09-17,30.2,18.3,0.0,0,10.6,31.0,2
Marrakech,2026-09-18,32.0,18.3,0.0,0,7.6,23.0,1
Marrakech,2026-09-19,35.5,20.6,0.0,5,9.1,25.6,3
Marrakech,2026-09-20,37.9,22.8,1.5,25,10.4,30.6,80
Marrakech,2026-09-21,37.7,23.3,0.0,13,12.4,33.8,3
Marrakech,2026-09-22,36.6,21.7,0.0,6,14.0,25.2,1
Marrakech,2026-09-23,36.5,20.5,0.0,3,13.3,23.4,2
Sale,2026-09-17,25.4,18.6,0.0,0,11.8,31.7,3
Sale,2026-09-18,25.4,17.1,0.0,0,13.2,33.8,45
Sale,2026-09-19,28.4,17.2,0.0,0,12.2,32.4,45
Sale,2026-09-20,29.4,20.7,0.0,0,10.3,27.7,2
Sale,2026-09-21,28.9,21.3,0.0,0,11.5,30.6,1
Sale,2026-09-22,27.3,20.6,0.0,0,11.4,26.6,45
Sale,2026-09-23,27.2,20.1,0.0,0,11.9,28.4,45
Meknès,2026-09-17,27.7,15.4,0.0,0,12.9,34.6,45
Meknès,2026-09-18,29.4,15.9,0.0,0,12.9,36.0,3
Meknès,2026-09-19,33.8,18.9,0.0,3,11.3,31.7,2
Meknès,2026-09-20,35.7,22.1,0.0,0,13.0,35.6,2
Meknès,2026-09-21,35.3,21.0,0.0,3,13.9,36.4,2
Meknès,2026-09-22,34.1,19.8,0.0,0,14.8,34.2,1
Meknès,2026-09-23,35.3,20.0,0.0,0,16.1,36.7,1
Rabat,2026-09-17,25.4,18.6,0.0,0,11.8,31.7,3
Rabat,2026-09-18,25.4,17.1,0.0,0,13.2,33.8,45
Rabat,2026-09-19,28.4,17.2,0.0,0,12.2,32.4,45
Rabat,2026-09-20,29.4,20.7,0.0,0,10.3,27.7,2
Rabat,2026-09-21,29.0,21.3,0.0,0,11.5,30.6,1
Rabat,2026-09-22,27.4,20.7,0.0,0,11.4,26.6,45
Rabat,2026-09-23,27.3,20.2,0.0,0,11.9,28.4,45
Agadir,2026-09-17,28.6,20.5,0.0,0,14.5,37.1,3
Agadir,2026-09-18,26.3,19.7,0.0,0,12.4,35.6,1
Agadir,2026-09-19,26.5,20.4,0.0,0,13.3,37.8,2
Agadir,2026-09-20,27.0,20.5,0.0,0,13.1,36.4,45
Agadir,2026-09-21,30.6,21.7,0.0,0,9.7,29.9,45
Agadir,2026-09-22,38.3,21.6,0.0,0,17.2,33.1,45
Agadir,2026-09-23,37.5,22.2,0.0,0,14.0,28.4,0
Kenitra,2026-09-17,26.1,18.3,0.0,0,12.1,30.6,3
Kenitra,2026-09-18,26.8,16.5,0.0,0,14.4,36.0,45
Kenitra,2026-09-19,32.2,17.0,0.0,0,14.6,37.4,45
Kenitra,2026-09-20,32.9,20.3,0.0,0,12.2,31.3,2
Kenitra,2026-09-21,31.5,20.8,0.0,0,12.8,32.4,45
Kenitra,2026-09-22,27.6,20.5,0.0,0,11.8,27.4,45
Kenitra,2026-09-23,28.3,19.6,0.0,0,12.6,29.5,45
Oujda-Angad,2026-09-17,28.3,15.6,0.0,0,18.4,38.2,3
Oujda-Angad,2026-09-18,27.7,16.5,0.0,3,19.0,40.3,45
Oujda-Angad,2026-09-19,28.8,18.6,3.5,45,16.2,42.1,81
Oujda-Angad,2026-09-20,30.7,19.1,0.0,8,19.1,40.7,3
Oujda-Angad,2026-09-21,28.3,19.5,0.0,5,17.3,38.2,45
Oujda-Angad,2026-09-22,29.5,17.4,0.0,5,21.7,41.8,45
Oujda-Angad,2026-09-23,30.9,17.1,0.0,3,22.1,40.0,1
Tétouan,2026-09-17,27.5,14.6,0.0,0,10.6,28.1,3
Tétouan,2026-09-18,26.3,18.6,0.0,0,19.1,46.8,3
Tétouan,2026-09-19,26.5,22.3,0.0,0,32.8,78.5,2
Tétouan,2026-09-20,26.2,23.6,0.0,0,27.5,67.7,3
Tétouan,2026-09-21,26.3,23.1,0.0,0,24.0,63.0,3
Tétouan,2026-09-22,26.7,22.3,0.0,0,26.7,54.7,2
Tétouan,2026-09-23,27.0,22.4,0.0,0,19.0,46.8,2
Safi,2026-09-17,24.7,19.2,0.0,0,20.2,37.1,3
Safi,2026-09-18,25.8,18.7,0.0,0,22.0,39.2,2
Safi,2026-09-19,27.2,18.7,0.0,0,19.2,34.9,2
Safi,2026-09-20,25.1,19.7,0.0,0,10.4,20.5,45
Safi,2026-09-21,25.1,19.4,0.0,0,11.0,21.6,45
Safi,2026-09-22,29.5,18.8,0.0,0,13.7,25.9,45
Safi,2026-09-23,30.2,20.1,0.0,0,16.3,31.3,45
Taourirt,2026-09-17,29.6,20.1,0.0,0,24.8,40.3,3
Taourirt,2026-09-18,29.5,18.6,0.0,3,28.8,48.6,45
Taourirt,2026-09-19,30.0,20.1,0.4,10,30.8,54.4,3
Taourirt,2026-09-20,30.7,21.3,0.0,3,30.0,53.6,3
Taourirt,2026-09-21,29.9,21.3,0.0,3,27.8,47.5,3
Taourirt,2026-09-22,30.9,19.8,0.0,0,22.1,37.1,45
Taourirt,2026-09-23,31.7,19.9,0.0,0,25.2,43.2,0
Temara,2026-09-17,25.1,18.4,0.0,0,12.2,33.5,3
Temara,2026-09-18,25.3,16.4,0.0,0,13.2,33.8,3
Temara,2026-09-19,28.2,16.5,0.0,0,11.9,32.0,3
Temara,2026-09-20,29.1,20.1,0.0,0,9.7,27.7,2
Temara,2026-09-21,28.9,20.6,0.0,0,11.0,31.0,1
Temara,2026-09-22,25.3,20.5,0.0,0,11.5,23.8,45
Temara,2026-09-23,25.3,20.1,0.0,0,12.2,25.6,45
Laâyoune,2026-09-17,28.0,21.4,0.2,0,31.1,60.5,51
Laâyoune,2026-09-18,27.2,19.9,0.4,6,26.9,52.2,51
Laâyoune,2026-09-19,28.9,18.4,0.0,0,24.2,47.9,3
Laâyoune,2026-09-20,31.2,18.9,0.0,0,20.8,41.8,3
Laâyoune,2026-09-21,34.3,19.4,0.0,2,23.5,46.8,3
Laâyoune,2026-09-22,32.7,19.9,0.0,5,24.5,49.0,3
Laâyoune,2026-09-23,32.4,19.3,0.0,6,21.7,46.4,1
El Jadid,2026-09-17,25.0,20.4,0.0,0,13.9,25.6,3
El Jadid,2026-09-18,24.7,19.9,0.0,0,18.3,33.1,3
El Jadid,2026-09-19,25.7,20.2,0.0,0,16.0,29.2,2
El Jadid,2026-09-20,27.2,20.8,0.0,0,12.7,23.8,45
El Jadid,2026-09-21,26.4,21.1,0.0,0,12.7,24.5,45
El Jadid,2026-09-22,28.1,21.5,0.0,0,11.6,24.1,45
El Jadid,2026-09-23,27.0,20.8,0.0,0,15.0,30.2,45
Ait Melloul,2026-09-17,27.1,21.2,0.0,0,17.0,34.6,3
Ait Melloul,2026-09-18,26.2,19.8,0.0,0,17.2,34.6,1
Ait Melloul,2026-09-19,26.1,20.3,0.0,0,19.9,39.6,3
Ait Melloul,2026-09-20,26.9,20.7,0.0,0,18.4,37.4,2
Ait Melloul,2026-09-21,29.0,19.9,0.0,0,15.8,33.5,2
Ait Melloul,2026-09-22,38.5,20.1,0.0,0,17.2,33.1,2
Ait Melloul,2026-09-23,37.8,22.5,0.0,0,14.0,28.4,0
Béni Mellal,2026-09-17,29.9,18.8,0.0,0,10.6,26.6,3
Béni Mellal,2026-09-18,31.7,18.9,0.0,0,9.9,32.4,3
Béni Mellal,2026-09-19,35.3,22.5,0.0,0,11.1,24.5,3
Béni Mellal,2026-09-20,36.7,25.1,0.0,2,18.1,38.9,3
Béni Mellal,2026-09-21,35.7,24.8,0.0,8,18.2,51.5,2
Béni Mellal,2026-09-22,36.1,24.4,0.0,2,18.3,34.2,1
Béni Mellal,2026-09-23,36.7,24.4,0.0,0,16.6,31.3,1
Bouskoura,2026-09-17,26.3,18.6,0.0,0,14.9,37.4,3
Bouskoura,2026-09-18,26.9,17.5,0.0,0,14.3,35.6,3
Bouskoura,2026-09-19,29.4,18.5,0.0,0,14.1,35.3,45
Bouskoura,2026-09-20,31.9,20.6,0.0,0,13.2,34.2,45
Bouskoura,2026-09-21,31.8,19.9,0.0,0,15.0,37.8,45
Bouskoura,2026-09-22,28.9,20.0,0.0,0,11.4,29.9,45
Bouskoura,2026-09-23,27.9,20.1,0.0,3,12.3,32.4,45
Tiznit,2026-09-17,23.2,19.9,0.0,0,22.4,37.4,3
Tiznit,2026-09-18,25.4,19.0,0.0,0,20.8,35.3,2
Tiznit,2026-09-19,26.7,19.6,0.0,0,15.7,26.3,2
Tiznit,2026-09-20,27.5,20.0,0.0,0,14.4,25.6,2
Tiznit,2026-09-21,31.4,21.5,0.0,0,13.1,22.3,1
Tiznit,2026-09-22,29.9,20.0,0.0,0,15.7,25.6,0
Tiznit,2026-09-23,31.3,19.4,0.0,3,14.8,25.9,0
Mohammedia,2026-09-17,24.9,19.1,0.0,0,14.0,34.2,3
Mohammedia,2026-09-18,24.3,17.1,0.0,0,12.2,31.3,3
Mohammedia,2026-09-19,26.0,17.9,0.0,0,13.3,31.7,45
Mohammedia,2026-09-20,27.4,20.6,0.0,0,11.5,28.4,45
Mohammedia,2026-09-21,26.7,20.7,0.0,0,12.0,29.2,45
Mohammedia,2026-09-22,31.0,20.4,0.0,0,15.2,29.2,45
Mohammedia,2026-09-23,29.7,20.2,0.0,0,16.9,32.0,45
Kouribga,2026-09-17,28.2,14.4,0.0,0,18.8,37.4,3
Kouribga,2026-09-18,29.9,15.1,0.0,0,18.4,35.3,3
Kouribga,2026-09-19,33.6,18.1,0.0,0,18.4,35.6,3
Kouribga,2026-09-20,35.1,22.6,0.0,8,18.9,40.0,3
Kouribga,2026-09-21,34.7,21.2,0.3,5,20.2,41.0,2
Kouribga,2026-09-22,33.9,17.9,0.0,1,18.2,39.2,2
Kouribga,2026-09-23,34.6,17.1,0.0,3,20.9,42.5,1
Settat,2026-09-17,27.6,16.6,0.0,0,17.6,37.1,3
Settat,2026-09-18,29.2,16.5,0.0,0,16.9,36.4,3
Settat,2026-09-19,32.6,16.7,0.0,0,16.8,36.0,2
Settat,2026-09-20,35.2,21.6,0.0,0,16.4,36.4,2
Settat,2026-09-21,36.7,21.0,0.0,0,18.8,41.0,2
Settat,2026-09-22,34.9,18.3,0.0,3,16.7,34.6,0
Settat,2026-09-23,33.8,18.6,0.0,3,18.1,36.4,45
Barrechid,2026-09-17,27.8,17.4,0.0,0,17.2,31.3,3
Barrechid,2026-09-18,29.1,17.0,0.0,0,17.5,31.7,3
Barrechid,2026-09-19,32.3,16.8,0.0,0,16.2,29.5,45
Barrechid,2026-09-20,34.9,20.9,0.0,0,16.6,32.8,45
Barrechid,2026-09-21,35.3,19.4,0.0,0,19.2,36.7,45
Barrechid,2026-09-22,33.4,19.0,0.0,0,17.8,32.8,45
Barrechid,2026-09-23,32.3,18.9,0.0,0,19.4,35.6,45
Ad Dakhla,2026-09-17,22.3,20.6,0.0,0,41.3,52.9,2
Ad Dakhla,2026-09-18,21.2,20.4,0.0,0,36.2,45.0,0
Ad Dakhla,2026-09-19,21.1,19.9,0.0,0,30.2,37.4,0
Ad Dakhla,2026-09-20,21.4,19.4,0.0,0,31.8,40.0,0
Ad Dakhla,2026-09-21,21.4,20.4,0.0,5,30.8,38.5,0
Ad Dakhla,2026-09-22,21.6,20.4,0.0,9,30.2,40.3,0
Ad Dakhla,2026-09-23,21.6,20.4,0.0,6,30.1,37.1,2
Nador,2026-09-17,26.5,21.6,0.2,0,14.3,32.0,80
Nador,2026-09-18,25.3,22.0,0.6,3,14.6,32.8,80
Nador,2026-09-19,25.6,23.0,1.7,3,23.9,52.6,80
Nador,2026-09-20,25.9,24.0,4.3,5,24.4,50.4,80
Nador,2026-09-21,25.6,23.7,1.2,10,17.2,38.2,3
Nador,2026-09-22,27.2,21.7,0.0,3,20.4,35.6,2
Nador,2026-09-23,27.1,21.5,0.0,0,16.6,29.9,2
Taza,2026-09-17,29.3,16.9,0.0,0,14.3,31.0,3
Taza,2026-09-18,29.4,18.2,0.0,0,16.9,35.6,2
Taza,2026-09-19,28.8,19.3,0.0,0,24.6,51.8,3
Taza,2026-09-20,31.0,20.4,0.0,0,21.4,45.0,3
Taza,2026-09-21,30.2,20.5,0.0,5,19.4,43.6,2
Taza,2026-09-22,31.5,19.7,0.0,1,13.7,27.4,2
Taza,2026-09-23,32.4,18.7,0.0,0,17.4,32.4,0
Inezgane,2026-09-17,26.8,20.7,0.0,0,13.7,38.5,3
Inezgane,2026-09-18,25.0,19.4,0.0,0,13.0,37.1,1
Inezgane,2026-09-19,25.0,19.9,0.0,0,14.8,41.0,45
Inezgane,2026-09-20,25.4,20.0,0.0,0,14.5,41.4,45
Inezgane,2026-09-21,27.5,19.8,0.0,0,11.9,33.1,45
Inezgane,2026-09-22,38.6,19.6,0.0,0,17.2,33.1,45
Inezgane,2026-09-23,37.8,22.5,0.0,0,14.0,28.4,0
Larache,2026-09-17,25.3,17.7,0.0,0,12.4,23.8,3
Larache,2026-09-18,26.7,14.9,0.0,0,17.1,33.1,45
Larache,2026-09-19,35.1,17.9,0.0,0,19.5,35.3,2
Larache,2026-09-20,34.6,25.7,0.0,0,14.2,29.2,1
Larache,2026-09-21,32.9,22.9,0.0,0,14.1,26.3,1
Larache,2026-09-22,29.5,19.8,0.0,0,15.0,28.4,2
Larache,2026-09-23,29.6,18.5,0.0,0,13.5,25.2,2
Al Khmissat,2026-09-17,28.4,15.1,0.0,0,14.2,29.9,45
Al Khmissat,2026-09-18,29.4,15.7,0.0,0,16.2,33.8,3
Al Khmissat,2026-09-19,34.1,17.8,0.0,0,13.9,31.0,2
Al Khmissat,2026-09-20,36.3,22.3,0.0,0,15.4,29.9,2
Al Khmissat,2026-09-21,35.7,21.1,0.0,3,16.5,33.5,2
Al Khmissat,2026-09-22,34.4,19.2,0.0,0,15.2,29.9,3
Al Khmissat,2026-09-23,35.3,17.2,0.0,3,20.0,37.8,1
Guelmim,2026-09-17,24.5,18.9,0.0,0,29.5,49.0,3
Guelmim,2026-09-18,27.0,17.2,0.0,0,24.1,42.5,1
Guelmim,2026-09-19,28.2,18.1,0.0,0,20.6,37.1,3
Guelmim,2026-09-20,33.7,17.0,0.0,0,22.3,41.0,1
Guelmim,2026-09-21,38.3,19.9,0.0,2,16.5,32.8,0
Guelmim,2026-09-22,38.2,21.9,0.0,2,16.6,32.8,2
Guelmim,2026-09-23,38.5,20.2,0.0,2,13.4,33.1,3
Ksar El Kebir,2026-09-17,28.3,18.8,0.0,0,14.3,27.4,3
Ksar El Kebir,2026-09-18,30.4,16.0,0.0,0,18.3,36.4,45
Ksar El Kebir,2026-09-19,35.6,18.8,0.0,0,7.4,18.0,2
Ksar El Kebir,2026-09-20,37.9,22.3,0.0,0,10.6,25.6,1
Ksar El Kebir,2026-09-21,36.0,22.9,0.0,0,13.5,26.3,2
Ksar El Kebir,2026-09-22,34.0,21.4,0.0,0,16.0,31.7,2
Ksar El Kebir,2026-09-23,35.1,20.3,0.0,0,14.8,29.2,1
Khénifra,2026-09-17,31.8,15.7,0.0,0,16.6,31.7,3
Khénifra,2026-09-18,32.0,15.6,0.0,0,18.5,34.2,3
Khénifra,2026-09-19,34.6,19.3,0.0,3,23.7,50.4,3
Khénifra,2026-09-20,35.4,22.0,0.0,2,21.5,43.6,3
Khénifra,2026-09-21,33.0,20.8,1.2,8,11.9,29.5,80
Khénifra,2026-09-22,33.7,18.7,0.0,4,14.2,25.9,2
Khénifra,2026-09-23,35.0,19.3,0.0,3,16.0,28.4,2
Skhirate,2026-09-17,24.3,18.7,0.0,0,12.9,29.2,3
Skhirate,2026-09-18,24.0,17.0,0.0,0,13.7,31.0,3
Skhirate,2026-09-19,26.1,17.1,0.0,0,12.2,27.4,3
Skhirate,2026-09-20,26.8,19.9,0.0,0,10.5,25.2,2
Skhirate,2026-09-21,26.7,20.5,0.0,0,12.3,27.4,2
Skhirate,2026-09-22,25.4,20.4,0.0,0,11.5,23.8,45
Skhirate,2026-09-23,25.4,20.2,0.0,0,12.2,25.6,45
Beni Yakhlef,2026-09-17,26.1,17.8,0.0,0,16.3,31.0,3
Beni Yakhlef,2026-09-18,26.2,16.1,0.0,0,15.9,29.5,3
Beni Yakhlef,2026-09-19,28.3,16.7,0.0,0,16.8,31.0,45
Beni Yakhlef,2026-09-20,31.0,20.0,0.0,0,15.1,28.1,45
Beni Yakhlef,2026-09-21,30.3,19.7,0.0,0,17.1,32.0,45
Beni Yakhlef,2026-09-22,30.4,19.7,0.0,0,15.2,29.2,45
Beni Yakhlef,2026-09-23,29.2,19.7,0.0,0,16.9,32.0,45
Sidi Yahya Zaer,2026-09-17,26.2,15.9,0.0,0,16.0,32.8,3
Sidi Yahya Zaer,2026-09-18,27.4,15.2,0.0,0,16.2,32.8,45
Sidi Yahya Zaer,2026-09-19,30.9,16.6,0.0,0,15.6,32.0,3
Sidi Yahya Zaer,2026-09-20,32.9,20.9,0.0,0,16.3,33.1,2
Sidi Yahya Zaer,2026-09-21,33.6,20.0,0.0,0,16.4,34.6,1
Sidi Yahya Zaer,2026-09-22,31.2,18.6,0.0,0,15.0,30.2,1
Sidi Yahya Zaer,2026-09-23,30.5,16.4,0.0,0,16.0,32.8,45
Ben Guerir,2026-09-17,28.6,16.5,0.0,0,17.3,34.6,3
Ben Guerir,2026-09-18,30.3,16.6,0.0,0,14.8,31.0,2
Ben Guerir,2026-09-19,33.6,18.6,0.0,0,17.7,36.7,2
Ben Guerir,2026-09-20,35.8,22.5,0.0,5,16.6,35.6,2
Ben Guerir,2026-09-21,37.2,22.6,0.0,5,20.1,41.0,1
Ben Guerir,2026-09-22,36.2,19.3,0.0,5,18.3,32.0,1
Ben Guerir,2026-09-23,36.0,19.1,0.0,0,19.7,34.6,0
Ait Ali,2026-09-17,26.7,20.8,0.0,0,24.9,40.3,3
Ait Ali,2026-09-18,26.1,19.6,0.0,0,22.5,36.4,2
Ait Ali,2026-09-19,26.4,20.1,0.0,0,20.5,34.2,2
Ait Ali,2026-09-20,26.8,20.4,0.0,0,19.5,32.4,2
Ait Ali,2026-09-21,29.8,20.3,0.0,0,18.2,30.2,0
Ait Ali,2026-09-22,35.5,20.5,0.0,0,18.0,32.8,0
Ait Ali,2026-09-23,34.0,21.1,0.0,0,18.9,33.1,0
My Drarga,2026-09-17,27.4,20.6,0.0,0,17.9,39.6,3
My Drarga,2026-09-18,26.2,19.3,0.0,0,15.6,37.1,1
My Drarga,2026-09-19,26.5,19.8,0.0,0,17.5,38.5,45
My Drarga,2026-09-20,26.8,20.2,0.0,0,16.6,36.7,45
My Drarga,2026-09-21,29.9,20.8,0.0,0,12.0,28.4,45
My Drarga,2026-09-22,38.4,20.5,0.0,0,17.2,33.1,45
